Racha_Local,Racha_Visita,Dif_Goles_Local,Dif_Goles_Visita,xG_Favor_Local,xG_Contra_Local,xG_Favor_Visita,xG_Contra_Visita,Pts_Totales_Local,Pts_Totales_Visita,FTR,B365H,B365D,B365A
6,2,0,-1,2.8166666666666664,1.7833333333333332,2.516666666666667,1.7333333333333334,8,6,D,1.95,3.6,3.8
6,4,4,0,3.3000000000000003,1.6666666666666667,3.25,1.4833333333333334,10,8,H,1.5,5.0,5.25
6,5,2,2,2.4833333333333334,1.9666666666666668,1.25,1.8833333333333335,11,14,A,2.45,3.5,2.8
2,4,-3,0,1.7999999999999998,2.2333333333333334,2.65,2.8833333333333333,8,10,H,1.7,4.2,4.5
2,4,-2,-1,1.7666666666666666,2.6666666666666665,1.8666666666666665,1.8333333333333333,12,12,A,1.95,3.7,3.6
3,7,-2,4,2.2333333333333334,2.3666666666666667,3.6666666666666665,2.3666666666666667,8,17,H,5.0,3.9,1.65
2,5,-3,1,1.9166666666666667,2.5833333333333335,1.4333333333333333,1.7166666666666668,4,5,A,2.38,3.3,3.0
5,4,2,0,1.4333333333333333,1.55,2.75,1.3,15,12,A,2.5,3.4,2.7
5,5,1,3,1.5666666666666667,1.05,2.483333333333333,1.1666666666666667,12,9,A,2.4,3.4,2.88
4,7,0,3,1.1833333333333333,1.7666666666666666,1.55,1.3666666666666665,13,21,A,4.75,4.5,1.6
4,3,1,-1,2.0,2.033333333333333,1.0499999999999998,2.766666666666666,14,10,H,1.45,4.2,7.5
1,7,-4,2,1.9500000000000002,2.8666666666666667,1.4500000000000002,2.2333333333333334,5,10,A,3.2,3.3,2.3
3,4,0,3,1.9833333333333334,1.6333333333333335,2.6999999999999997,1.4333333333333336,4,10,A,5.5,4.0,1.62
7,6,4,1,2.35,1.7999999999999998,2.866666666666667,2.15,10,14,A,4.2,3.7,1.85
6,5,1,1,2.1166666666666667,1.55,1.4666666666666666,1.4166666666666667,14,13,H,2.05,3.1,4.0
5,3,1,0,1.0833333333333333,2.216666666666667,1.05,1.55,17,8,H,1.33,4.75,10.0
6,4,1,1,1.9000000000000001,1.1833333333333333,1.7333333333333334,1.2166666666666666,17,8,D,1.67,3.8,5.0
4,7,1,4,1.0999999999999999,1.633333333333333,1.3666666666666665,0.8166666666666668,10,16,A,6.0,3.5,1.67
4,3,-1,-1,1.4833333333333334,2.5,2.0833333333333335,2.533333333333333,6,11,H,2.8,3.1,2.7
0,5,-5,1,1.883333333333333,2.8333333333333335,3.5500000000000003,1.55,1,17,A,8.0,6.0,1.33
9,7,5,5,3.0499999999999994,2.0,2.8166666666666664,2.8666666666666667,18,14,H,1.62,4.1,5.0
6,7,2,2,2.4,1.383333333333333,2.216666666666667,1.3333333333333333,24,12,H,1.3,5.75,8.0
2,1,-1,-2,1.8166666666666667,2.1333333333333333,1.9833333333333334,1.8499999999999999,10,3,H,2.3,3.5,3.0
3,1,-1,-3,1.3499999999999999,2.4499999999999997,0.9333333333333332,2.0833333333333335,9,4,A,2.3,3.0,3.5
2,1,-3,-3,1.1166666666666667,1.2666666666666666,1.6500000000000001,1.9500000000000002,6,3,A,1.62,3.8,5.5
3,4,-3,-3,0.9499999999999998,2.883333333333333,1.5666666666666667,2.25,10,12,A,3.0,3.25,2.4
6,4,0,0,1.3833333333333335,3.6166666666666667,2.3833333333333333,2.6333333333333333,9,13,A,3.0,3.3,2.4
0,4,-3,-1,2.3000000000000003,3.0,2.3666666666666667,1.5999999999999999,11,9,H,2.63,3.0,2.9
3,7,-1,2,1.4000000000000001,2.0833333333333335,1.7333333333333334,2.733333333333333,13,9,H,2.2,3.3,3.3
3,4,-1,0,1.5999999999999999,1.9833333333333334,1.8166666666666667,1.55,8,18,A,3.5,3.75,2.0
4,0,0,-6,1.8,2.0500000000000003,1.2,2.6666666666666665,13,10,H,2.25,3.1,3.5
3,4,-2,0,2.1,2.15,1.8166666666666664,1.6500000000000001,6,12,H,2.88,3.4,2.45
7,6,3,5,1.45,1.5833333333333333,2.983333333333333,1.383333333333333,24,27,A,2.0,4.1,3.25
7,3,3,-2,1.6500000000000001,1.7333333333333334,1.5833333333333333,2.0500000000000003,8,11,D,2.75,3.25,2.63
9,0,5,-10,1.3833333333333335,1.1500000000000001,1.7000000000000002,2.8833333333333333,19,5,H,1.25,6.0,12.0
7,3,6,-3,3.0333333333333337,1.0999999999999999,1.6833333333333333,2.4499999999999997,13,9,H,1.38,4.75,8.0
5,6,2,3,1.4333333333333336,1.8833333333333335,1.9333333333333336,0.9500000000000001,17,11,D,1.85,3.9,3.8
4,1,1,-5,2.283333333333333,2.983333333333333,1.5166666666666666,3.0833333333333335,10,4,H,1.65,4.33,4.75
6,0,0,-4,2.0,2.4166666666666665,1.5666666666666664,3.35,15,1,D,1.62,4.5,4.5
7,0,2,-5,2.966666666666667,1.4166666666666667,1.7166666666666668,2.6166666666666667,20,1,H,1.11,10.0,17.0
2,1,-1,-2,1.5666666666666667,1.6833333333333333,1.1333333333333333,1.3333333333333333,7,10,D,2.15,3.3,3.5
6,1,1,-7,1.9166666666666667,1.7833333333333332,1.2,2.5833333333333335,13,6,H,1.53,4.2,6.25
4,0,1,-4,1.0999999999999999,1.7,1.9833333333333334,2.45,7,4,D,2.15,3.25,3.6
9,7,3,4,3.033333333333333,1.6166666666666665,2.316666666666667,0.7999999999999999,17,16,D,1.72,3.5,5.0
7,4,7,0,2.1333333333333333,1.5833333333333333,2.0500000000000003,2.1333333333333333,13,10,H,2.55,3.4,2.75
2,4,-2,0,0.9333333333333332,2.35,1.3499999999999999,1.9166666666666667,8,13,H,3.25,3.25,2.3
5,1,2,-4,2.2666666666666666,1.1166666666666667,1.6833333333333336,1.7,9,6,D,2.1,3.1,3.8
6,5,1,2,2.9,1.8833333333333335,2.066666666666667,1.9500000000000002,15,20,H,3.1,3.4,2.3
7,4,4,1,2.483333333333333,1.15,2.0,2.066666666666667,12,15,A,1.75,3.6,5.0
4,2,1,-1,2.516666666666667,2.566666666666667,2.0666666666666664,1.8666666666666665,14,12,H,1.73,4.33,4.2
4,4,0,-2,2.8833333333333333,1.8499999999999999,2.433333333333333,2.016666666666667,8,11,H,2.88,3.75,2.3
6,9,2,3,3.483333333333333,1.3333333333333333,2.0833333333333335,1.4833333333333334,17,21,D,2.5,3.25,2.9
0,6,-3,5,2.466666666666667,1.9333333333333333,2.983333333333333,1.55,3,13,H,3.9,4.0,1.83
6,4,1,2,2.2333333333333334,1.0833333333333333,1.8999999999999997,1.7333333333333334,17,17,D,2.9,3.1,2.55
6,9,3,4,2.5833333333333335,1.7833333333333334,2.1999999999999997,1.3499999999999999,14,22,A,2.45,3.4,2.8
4,3,-1,0,1.2,2.65,1.7000000000000002,1.866666666666667,9,9,A,3.0,3.25,2.35
0,3,-8,-7,1.1166666666666665,3.233333333333333,1.55,2.2666666666666666,5,9,H,2.25,3.25,3.25
5,3,1,0,2.4833333333333334,1.6833333333333333,1.5499999999999998,1.4000000000000001,17,8,D,1.4,4.75,8.0
9,5,11,3,3.466666666666667,1.1833333333333333,1.3333333333333333,1.6166666666666665,16,8,H,1.3,5.0,10.0
1,6,-3,2,1.2833333333333334,2.0,1.55,1.1666666666666667,5,16,H,2.7,3.25,2.65
1,7,-2,2,1.2,1.7999999999999998,3.266666666666666,1.8166666666666667,11,18,A,7.5,4.33,1.44
1,6,-3,3,1.7999999999999998,1.5333333333333332,1.7,1.1833333333333333,9,16,A,2.88,3.3,2.45
1,9,-7,11,1.1833333333333333,2.783333333333333,3.266666666666667,2.0833333333333335,6,16,A,4.2,3.9,1.8
1,3,-5,-1,1.9166666666666667,2.483333333333333,1.7333333333333334,3.016666666666667,10,14,H,1.7,3.8,5.0
0,4,-5,0,1.9000000000000001,2.3000000000000003,1.5666666666666667,1.2333333333333334,10,18,H,2.25,3.0,3.4
7,7,2,2,1.8666666666666665,1.5,2.1666666666666665,2.4,22,16,H,1.4,5.0,7.5
4,9,1,3,1.5833333333333333,1.5999999999999999,3.266666666666667,1.1166666666666667,12,23,H,5.5,4.2,1.57
0,6,-6,0,1.45,3.9,1.2833333333333334,2.25,4,9,D,2.25,3.5,3.1
7,6,3,1,2.9333333333333336,2.4833333333333334,2.766666666666667,2.216666666666667,16,11,H,2.15,3.5,3.4
0,5,-4,2,1.55,2.9499999999999997,1.9833333333333334,1.4833333333333334,1,9,H,2.63,3.4,2.63
1,3,-3,-1,2.066666666666667,3.5,2.5166666666666666,2.0833333333333335,2,6,D,2.5,3.4,2.88
4,3,1,-1,1.7833333333333332,2.5833333333333335,1.7333333333333334,2.4,18,8,H,1.6,3.7,6.25
1,4,-2,0,1.9666666666666666,1.9833333333333334,1.7333333333333334,1.5,12,18,H,3.75,3.75,1.95
5,3,2,-6,2.1,1.4166666666666667,1.5,2.8333333333333335,12,8,H,1.62,3.5,6.5
3,4,-1,1,1.7,1.75,0.9333333333333332,2.3000000000000003,12,11,H,1.7,3.5,5.5
4,3,1,-2,1.3499999999999999,1.8333333333333333,2.4499999999999997,1.3666666666666665,8,14,A,5.0,3.6,1.7
3,5,0,1,1.6833333333333333,1.7166666666666668,2.2333333333333334,2.05,16,18,A,4.2,3.2,1.95
4,4,0,0,2.85,1.1166666666666667,2.5500000000000003,2.3000000000000003,11,17,D,2.6,3.5,2.6
3,5,1,2,2.066666666666667,2.0,2.1166666666666667,1.6166666666666665,13,18,H,1.91,4.0,3.6
4,6,1,1,1.9333333333333333,2.0500000000000003,2.183333333333333,1.5999999999999999,20,9,H,1.27,6.0,9.5
6,4,-1,-1,1.3499999999999999,2.1,2.9166666666666665,1.1666666666666667,15,12,A,2.9,3.0,2.63
9,3,11,-4,3.233333333333333,1.15,1.0833333333333333,1.75,30,10,H,1.13,9.0,19.0
4,6,2,1,1.8166666666666667,1.2833333333333334,2.066666666666667,2.1166666666666667,18,18,D,1.91,3.5,4.0
9,9,4,9,2.0,1.6833333333333333,3.15,1.2333333333333334,25,19,A,2.05,3.4,3.7
7,4,4,-1,2.733333333333333,1.4000000000000001,1.9000000000000001,2.1333333333333333,21,8,H,1.17,7.0,15.0
3,9,-1,11,1.3833333333333335,2.1999999999999997,3.3666666666666667,1.6500000000000001,14,19,A,3.2,3.3,2.25
0,3,-9,-4,1.1500000000000001,2.716666666666667,1.7333333333333334,2.4,9,13,H,5.0,3.5,1.8
3,1,0,-4,1.8499999999999999,1.7833333333333332,1.5,2.2,9,6,A,1.85,3.4,4.33
1,1,-4,-5,1.0833333333333333,1.6833333333333333,1.8499999999999999,1.7166666666666668,11,9,H,2.7,3.1,2.63
3,3,-3,0,1.75,1.8833333333333335,1.8833333333333335,1.0,13,10,H,1.95,3.2,4.5
6,3,6,-3,1.7666666666666668,1.3,1.2833333333333334,1.9833333333333334,19,9,H,1.5,3.75,7.5
1,6,-3,2,1.6833333333333333,2.4333333333333336,3.0833333333333335,3.0500000000000003,12,13,H,2.0,3.7,3.5
3,0,-3,-6,1.8833333333333335,1.5166666666666666,1.7666666666666666,1.8166666666666667,9,9,D,2.88,3.3,2.45
3,4,-1,-2,1.3166666666666667,2.15,1.05,1.8333333333333333,8,14,D,2.4,3.0,3.3
6,6,1,0,1.6166666666666665,2.4833333333333334,1.3999999999999997,1.9166666666666667,16,9,A,1.83,3.4,4.5
6,6,-1,2,1.3999999999999997,1.9333333333333333,2.216666666666667,2.6166666666666667,24,21,H,1.2,7.0,13.0
4,3,-1,-1,2.0833333333333335,1.55,2.033333333333333,1.5833333333333333,21,13,H,1.62,4.0,5.5
4,6,0,1,2.3000000000000003,2.9499999999999997,2.9333333333333336,1.3333333333333333,16,23,H,4.1,4.2,1.73
3,3,0,-4,1.4333333333333333,2.9499999999999997,0.75,2.066666666666667,11,15,H,2.88,3.2,2.55
2,3,-1,-1,1.9666666666666668,3.0,1.5666666666666667,2.6333333333333333,3,4,H,1.91,3.75,3.75
7,4,2,-1,2.2666666666666666,1.5666666666666667,2.1333333333333333,1.9166666666666667,25,18,H,1.42,5.25,6.5
4,4,0,-1,2.8833333333333333,2.1999999999999997,2.733333333333333,1.6833333333333333,7,15,A,2.7,3.5,2.55
3,7,-1,3,1.8499999999999999,3.7999999999999994,1.9000000000000001,2.0,13,15,H,2.5,3.5,2.7
4,2,0,-1,1.6166666666666665,2.3000000000000003,1.6166666666666665,2.25,8,9,A,2.55,3.4,2.7
0,6,-5,0,0.6833333333333335,2.033333333333333,2.3833333333333333,1.2666666666666666,9,17,D,5.5,4.1,1.6
5,3,2,-1,2.35,2.3,0.85,1.8333333333333333,21,14,H,1.57,3.8,6.5
3,4,-5,1,1.3499999999999999,2.783333333333333,2.4166666666666665,1.3,11,9,D,2.15,3.4,3.4
9,3,10,-1,2.6833333333333336,1.15,1.75,1.7333333333333334,22,16,H,1.38,5.0,7.5
9,3,6,-5,2.3833333333333333,1.6166666666666665,0.9,2.6833333333333336,22,12,H,1.44,4.5,7.0
3,7,-4,3,1.7333333333333334,2.033333333333333,2.216666666666667,1.0999999999999999,13,15,A,2.05,3.4,3.6
1,9,-3,8,1.1833333333333333,2.1666666666666665,2.466666666666667,0.9333333333333335,8,22,A,4.1,3.8,1.83
7,6,4,0,3.0833333333333335,1.1833333333333333,2.2666666666666666,1.5999999999999999,24,25,D,1.85,3.7,4.1
7,3,2,-3,2.1,2.466666666666667,1.9833333333333332,1.3499999999999999,19,16,D,1.95,3.4,4.0
4,6,0,3,1.3,1.3166666666666667,2.3166666666666664,1.0999999999999999,18,23,A,3.6,3.1,2.2
3,5,-1,3,1.5333333333333332,2.5500000000000003,2.283333333333333,0.9666666666666667,8,19,D,4.5,3.4,1.85
6,9,1,10,2.3,1.1333333333333333,3.3333333333333335,1.2333333333333332,15,33,H,4.75,4.1,1.65
2,3,-1,-1,1.7666666666666666,1.1666666666666667,1.7166666666666666,1.7666666666666666,10,15,A,2.45,3.2,3.0
4,1,0,-3,1.8833333333333335,1.7166666666666668,0.9166666666666666,1.7166666666666668,18,18,D,2.7,3.4,2.55
6,1,5,-3,2.4166666666666665,1.7166666666666668,1.5333333333333332,3.15,16,5,A,1.25,6.5,9.0
9,3,6,-1,2.6833333333333336,1.5833333333333333,1.9833333333333332,1.9166666666666667,19,15,A,2.7,3.3,2.7
4,4,0,-1,2.8666666666666667,1.3333333333333333,1.9166666666666667,2.2,12,10,H,1.38,5.5,6.5
1,1,-2,-2,1.1500000000000001,0.85,1.3333333333333333,2.3666666666666667,10,9,H,1.65,3.4,6.5
3,7,-2,4,0.9666666666666667,2.15,2.5,0.7999999999999999,12,25,A,7.0,5.25,1.38
4,9,0,6,1.4000000000000001,2.75,1.95,1.6666666666666663,12,25,A,5.0,4.2,1.62
3,3,-1,1,2.716666666666667,1.6500000000000001,2.1333333333333333,1.5666666666666667,23,16,A,1.48,4.75,6.0
7,5,3,2,3.15,1.6666666666666667,2.25,2.0833333333333335,18,6,A,1.62,4.0,5.25
2,6,-1,1,2.1333333333333333,1.6666666666666667,2.3166666666666664,2.8666666666666667,10,16,D,2.45,3.4,2.88
1,4,-5,-1,1.8,2.0833333333333335,2.566666666666667,2.25,18,7,D,1.62,4.0,5.5
2,6,-1,3,1.2333333333333332,1.6833333333333333,2.1999999999999997,1.4333333333333333,19,19,H,1.38,4.75,9.0
1,5,-5,1,1.8166666666666667,1.7833333333333332,2.066666666666667,1.5833333333333333,10,19,A,6.5,4.75,1.44
4,7,-1,4,2.533333333333333,1.9166666666666667,2.3000000000000003,1.3,18,24,D,2.15,3.3,3.5
4,4,0,0,1.8333333333333333,2.6,2.1999999999999997,2.85,15,19,A,2.4,3.6,2.8
2,5,-1,1,1.2666666666666668,1.5666666666666664,2.1333333333333333,1.8,7,20,H,3.0,3.0,2.6
6,3,2,-3,1.3666666666666665,1.6166666666666665,1.9166666666666667,1.5,26,13,H,1.36,4.75,9.0
6,0,1,-7,1.5333333333333332,1.2666666666666666,1.1166666666666667,2.3,18,10,H,1.67,3.9,5.25
6,1,1,-2,1.0999999999999999,2.2666666666666666,1.2833333333333332,1.3,12,18,A,2.8,3.0,2.7
4,6,-2,5,1.5166666666666666,1.8,2.2666666666666666,1.8499999999999999,17,33,D,4.75,4.33,1.65
9,9,6,4,2.6,1.0333333333333334,1.9666666666666668,1.2833333333333334,25,18,H,1.9,3.5,4.2
4,3,-1,-1,1.3499999999999999,1.8333333333333333,1.75,1.3333333333333333,26,13,H,1.73,3.6,5.0
0,0,-4,-4,0.7166666666666668,1.5166666666666666,1.1666666666666667,2.6999999999999997,14,8,D,2.0,3.0,4.33
1,9,-5,4,1.9333333333333333,2.016666666666667,1.8166666666666664,1.2166666666666666,10,25,A,3.3,3.1,2.3
3,6,0,1,1.9000000000000001,1.0833333333333333,2.5,0.8833333333333333,20,18,H,2.25,3.0,3.6
6,6,3,1,1.6833333333333333,2.0666666666666664,2.1166666666666667,1.7,14,27,A,7.5,4.5,1.42
6,7,-1,4,1.3333333333333333,2.8333333333333335,2.3333333333333335,1.6166666666666665,21,24,D,2.55,3.4,2.75
4,1,0,-3,2.1166666666666667,1.9166666666666667,1.6000000000000003,2.233333333333333,10,10,D,2.63,3.1,2.9
3,7,-2,3,0.7833333333333333,2.466666666666667,2.35,1.5666666666666667,4,28,A,11.0,5.75,1.27
4,4,0,2,1.5499999999999998,2.9499999999999997,1.8999999999999997,1.5999999999999999,8,15,D,5.25,4.0,1.62
3,3,-1,-2,0.9500000000000001,1.3499999999999999,2.316666666666667,2.25,15,16,H,2.3,3.2,3.3
4,0,-2,-4,1.5333333333333332,1.75,1.9166666666666667,2.2666666666666666,15,16,D,2.8,2.9,2.8
6,4,2,-2,1.9166666666666667,1.7,1.5499999999999998,2.4166666666666665,18,12,A,1.5,4.5,6.0
3,4,-1,0,2.1166666666666667,2.35,1.5333333333333332,1.7333333333333334,8,9,A,2.3,3.25,3.2
3,4,-1,1,1.5833333333333333,1.4000000000000001,1.75,1.8499999999999999,21,10,H,2.0,3.0,4.5
2,3,-1,-6,2.0500000000000003,2.5833333333333335,1.0999999999999999,2.216666666666667,11,12,H,1.91,3.4,4.1
6,3,1,-2,1.7833333333333332,2.733333333333333,1.1166666666666667,2.85,22,4,D,1.38,5.0,7.5
1,1,-3,-2,2.066666666666667,1.6166666666666665,1.55,2.533333333333333,10,9,D,2.0,3.25,3.9
5,5,1,1,2.0166666666666666,1.6833333333333336,1.5999999999999999,1.5666666666666667,19,16,H,1.36,4.75,9.0
6,0,-1,-3,1.5333333333333334,1.4666666666666668,1.9833333333333332,1.9166666666666667,18,8,H,1.65,3.9,5.25
4,4,-1,2,1.8999999999999997,2.1166666666666667,1.8,1.25,15,22,A,7.0,4.5,1.45
3,5,-2,1,1.4833333333333334,2.1666666666666665,1.6499999999999997,2.3000000000000003,19,9,H,1.7,3.8,4.75
7,3,5,-1,1.9833333333333332,1.6333333333333335,2.1666666666666665,2.0,9,15,A,2.8,3.6,2.4
2,6,-2,1,2.5500000000000003,2.5500000000000003,1.9333333333333333,1.5666666666666664,8,18,D,2.9,3.6,2.3
4,1,0,-4,1.4333333333333333,3.133333333333333,1.7,1.9166666666666667,17,10,H,1.65,4.2,4.75
1,9,-3,4,1.3166666666666667,1.8166666666666667,1.8833333333333335,1.0833333333333333,9,29,A,6.0,4.2,1.53
0,5,-7,1,1.0833333333333333,2.2333333333333334,1.7666666666666666,1.8333333333333333,10,18,H,3.3,3.4,2.2
3,3,-3,-3,1.133333333333333,1.8166666666666667,1.2333333333333334,2.433333333333333,13,14,D,1.8,3.4,5.0
4,3,1,-1,1.8666666666666665,2.35,1.1333333333333333,2.3000000000000003,34,12,A,1.17,8.5,13.0
5,2,3,-1,1.6833333333333333,1.883333333333333,2.4166666666666665,1.4833333333333332,16,11,H,1.53,4.2,6.0
6,6,6,0,2.5,1.616666666666667,3.0833333333333335,1.6666666666666667,19,18,D,1.7,4.5,4.1
9,0,4,-6,3.35,1.7333333333333334,2.4333333333333336,2.216666666666667,31,23,H,2.1,3.6,3.3
6,2,2,-2,1.4833333333333334,0.9166666666666666,1.8499999999999999,2.0166666666666666,18,20,H,1.8,3.6,4.5
5,1,1,-5,2.0500000000000003,1.2666666666666666,1.4833333333333334,2.4166666666666665,22,19,H,1.7,4.1,4.5
6,3,3,0,2.8166666666666664,1.05,1.2,1.1166666666666665,30,13,H,1.36,4.5,10.0
7,9,4,5,2.75,1.2333333333333332,1.8,1.0166666666666666,25,21,D,1.83,3.7,4.2
3,5,-2,1,2.1999999999999997,1.9166666666666667,2.066666666666667,1.1166666666666667,16,23,A,2.8,3.1,2.7
3,9,-2,5,1.1333333333333333,2.6,2.283333333333333,0.7500000000000001,12,28,H,4.2,3.8,1.8
1,4,-3,-2,1.1500000000000001,1.8,1.2333333333333332,1.3166666666666667,15,29,A,5.0,3.4,1.8
4,7,0,4,1.0166666666666666,2.3833333333333333,1.6166666666666665,0.7833333333333333,12,25,D,5.25,3.6,1.7
1,5,-3,1,1.7333333333333332,1.5333333333333332,2.4166666666666665,2.1999999999999997,17,11,A,2.0,3.3,4.0
0,9,-3,6,1.4833333333333334,1.5,1.9333333333333333,1.7499999999999998,13,28,A,3.2,3.5,2.2
3,4,-2,-3,1.0333333333333334,1.2333333333333334,1.1333333333333333,2.6,18,22,D,2.1,3.4,3.5
4,2,0,-2,1.633333333333333,2.066666666666667,2.1999999999999997,1.7833333333333334,9,9,A,3.0,3.4,2.35
0,4,-7,-1,1.1833333333333333,2.3000000000000003,2.3333333333333335,2.1666666666666665,10,15,H,2.9,3.4,2.38
6,1,1,-2,1.7166666666666666,1.1,1.9833333333333334,2.2666666666666666,24,34,A,5.75,4.33,1.53
7,9,2,9,1.8833333333333335,1.1166666666666667,2.8833333333333333,0.5333333333333333,26,33,H,3.2,3.3,2.25
2,6,-4,3,1.9833333333333334,1.8166666666666664,1.6666666666666667,1.6166666666666665,11,9,H,2.1,3.4,3.5
0,3,-7,-4,2.066666666666667,2.4166666666666665,1.2666666666666666,2.316666666666667,23,22,H,1.36,4.75,9.0
4,9,0,5,1.4000000000000001,1.9666666666666666,3.2833333333333337,1.3500000000000003,19,34,D,4.2,4.0,1.75
1,7,-5,4,1.75,2.6333333333333333,1.9666666666666666,1.9166666666666667,19,20,H,1.8,3.75,4.33
7,7,6,7,2.5,1.4000000000000001,1.7833333333333332,1.7166666666666666,25,19,H,1.44,4.5,7.0
1,7,-3,4,1.1333333333333335,2.9500000000000006,2.6333333333333333,1.25,5,25,A,8.5,5.25,1.33
4,7,-1,2,2.283333333333333,1.8166666666666664,1.9333333333333333,2.033333333333333,19,23,H,2.35,3.6,2.88
3,4,0,3,2.3666666666666667,1.7666666666666666,2.066666666666667,2.15,18,20,H,2.63,3.75,2.45
9,5,5,3,2.433333333333333,1.4166666666666667,1.75,1.4333333333333336,31,22,H,2.15,3.4,3.3
7,6,6,1,2.65,0.9500000000000001,1.5166666666666666,2.8333333333333335,28,15,H,1.18,7.0,15.0
2,6,-2,-2,1.7666666666666666,2.1166666666666667,1.1166666666666665,1.9833333333333334,18,24,H,1.85,3.4,4.5
5,1,2,-3,2.216666666666667,2.25,1.0833333333333333,2.233333333333333,14,15,D,2.5,3.1,3.0
5,6,2,1,1.4666666666666668,1.1666666666666667,1.9666666666666668,1.55,26,21,D,1.7,3.6,5.25
0,5,-4,1,1.1333333333333335,2.0833333333333335,1.6833333333333333,2.183333333333333,13,13,H,1.57,4.0,6.25
7,6,4,4,1.7666666666666666,1.0,2.4499999999999997,0.9499999999999998,22,33,A,4.5,3.9,1.73
4,0,1,-4,1.0333333333333332,1.5166666666666666,2.0500000000000003,1.8666666666666665,10,16,A,2.25,2.9,3.75
6,1,2,-7,1.4000000000000001,3.0,1.05,2.1999999999999997,15,9,H,1.8,3.6,4.5
4,3,2,-5,1.5499999999999998,1.95,1.3166666666666667,2.4166666666666665,19,22,A,1.65,3.9,5.25
5,3,1,-3,2.0,1.1500000000000001,2.2,2.35,12,26,D,5.5,4.2,1.57
4,2,1,-2,1.4166666666666667,2.6999999999999997,1.4000000000000001,2.283333333333333,20,20,H,2.88,3.75,2.3
1,4,-4,3,1.6500000000000001,1.0666666666666667,3.033333333333333,1.6333333333333335,20,37,D,5.0,4.5,1.57
4,1,-1,-5,2.6833333333333336,2.15,1.4833333333333334,4.15,22,5,H,1.36,5.5,7.0
4,6,-2,2,1.0,2.5833333333333335,1.1666666666666667,1.0999999999999999,15,21,A,4.75,3.1,1.91
7,6,2,2,1.5833333333333333,1.0,2.6333333333333333,1.1500000000000001,32,28,A,1.9,3.4,4.33
0,2,-5,-2,1.8499999999999999,1.95,2.25,1.5166666666666666,8,11,D,2.75,3.3,2.6
0,2,-8,-3,1.0666666666666667,2.6,1.2,1.9000000000000001,12,16,A,2.63,2.75,3.25
9,5,5,1,1.75,1.1500000000000001,2.766666666666667,2.1333333333333333,28,14,H,1.5,4.5,6.0
9,5,3,3,1.95,1.3833333333333335,2.1166666666666667,1.633333333333333,29,26,H,1.95,3.6,3.8
2,1,-4,-4,0.8166666666666665,2.783333333333333,1.6166666666666665,1.9000000000000001,23,14,D,2.05,3.3,3.75
9,4,7,0,2.4499999999999997,1.2166666666666666,1.5999999999999999,1.2,32,19,H,1.38,4.75,8.5
4,9,3,8,1.8833333333333335,2.866666666666667,3.7833333333333337,1.2333333333333334,20,28,A,3.4,3.9,2.0
3,4,-2,-1,1.3166666666666667,3.3000000000000003,1.8833333333333335,1.4833333333333334,13,23,D,4.5,3.8,1.73
1,6,-2,2,1.5499999999999998,1.8,2.966666666666667,1.5666666666666667,9,21,A,3.5,3.75,2.0
4,9,-1,8,1.5999999999999999,1.6166666666666665,2.816666666666667,1.1,22,28,D,5.0,4.33,1.6
3,3,-1,-3,1.2666666666666666,1.2666666666666666,1.3666666666666665,2.3000000000000003,13,13,H,1.8,3.1,5.75
3,3,-3,-3,3.0666666666666664,2.1999999999999997,1.4333333333333333,2.0833333333333335,15,9,H,1.9,3.9,3.75
2,1,-1,-3,1.5999999999999999,2.1166666666666667,1.6166666666666665,1.5999999999999999,10,17,A,2.7,3.0,2.88
4,2,0,-1,1.1666666666666667,1.8,1.3499999999999999,1.7999999999999998,19,16,A,2.7,2.88,3.0
0,3,-8,0,1.0,2.5,1.7333333333333334,1.0666666666666667,9,10,H,3.1,3.1,2.38
0,0,-7,-3,1.5833333333333333,2.3333333333333335,1.5666666666666667,2.183333333333333,9,9,A,1.9,3.8,3.8
2,4,-2,-1,1.4666666666666666,2.4166666666666665,1.6166666666666665,3.3000000000000003,20,14,H,1.3,6.0,8.5
3,1,0,-4,1.3166666666666667,1.5333333333333332,1.5833333333333333,2.0500000000000003,27,9,D,1.3,5.25,9.0
7,5,3,2,3.3166666666666664,1.8333333333333333,1.3666666666666665,1.5499999999999998,35,23,D,1.33,5.5,8.0
7,4,5,0,2.4,1.2166666666666666,1.9000000000000001,1.3333333333333333,29,14,D,1.22,6.5,12.0
4,9,0,5,2.033333333333333,1.75,2.9333333333333336,0.9333333333333332,14,34,A,5.5,4.33,1.55
6,6,-1,0,1.6833333333333333,2.3833333333333333,2.6999999999999997,1.4000000000000001,25,25,H,2.63,3.3,2.7
4,6,-1,1,1.3,1.8666666666666665,1.5999999999999999,0.8000000000000002,20,32,A,5.25,3.5,1.73
3,3,-2,0,1.1500000000000001,2.0166666666666666,1.8499999999999999,2.0833333333333335,13,24,D,2.75,3.2,2.6
3,6,-1,4,0.9666666666666668,2.216666666666667,2.15,1.45,19,36,D,6.0,3.8,1.57
4,4,0,0,1.55,1.8,2.216666666666667,1.75,19,21,H,2.2,3.25,3.3
3,4,-5,0,1.2,2.15,2.0833333333333335,1.7333333333333334,24,22,H,2.3,3.1,3.25
2,9,-1,4,1.5666666666666667,2.45,1.95,1.4666666666666668,15,32,D,3.6,3.1,2.15
