Racha_Local,Racha_Visita,Dif_Goles_Local,Dif_Goles_Visita,xG_Favor_Local,xG_Contra_Local,xG_Favor_Visita,xG_Contra_Visita,Pts_Totales_Local,Pts_Totales_Visita,FTR,B365H,B365D,B365A
9,6,7,1,3.233333333333333,0.7833333333333332,1.9833333333333332,1.2666666666666666,35,16,H,1.4,4.33,9.0
6,6,4,1,1.0833333333333333,1.3,1.5999999999999999,2.066666666666667,24,18,D,1.4,4.33,8.0
4,5,2,2,1.2333333333333334,1.55,1.8666666666666665,1.6166666666666665,22,15,D,1.33,5.25,8.0
2,5,-2,1,2.35,1.1333333333333333,1.6833333333333333,0.9666666666666667,24,13,A,1.85,3.8,3.9
2,3,-2,0,1.7166666666666668,1.5166666666666666,1.6666666666666667,1.5833333333333333,12,16,H,3.25,3.4,2.2
4,9,0,5,1.8833333333333335,1.2666666666666666,1.75,1.1333333333333333,22,31,H,2.7,3.1,2.75
2,1,-2,-4,1.8833333333333335,1.7833333333333332,1.5333333333333332,1.2666666666666666,26,21,A,1.75,3.8,4.33
4,2,-2,-1,1.2333333333333332,2.683333333333333,2.05,1.75,13,10,H,2.45,3.0,3.2
1,1,-5,-2,0.9333333333333335,3.4,1.75,3.0666666666666664,5,20,A,4.33,4.5,1.67
9,6,8,3,3.9,1.7833333333333332,2.0500000000000003,2.316666666666667,31,23,H,1.33,6.0,7.5
4,3,1,1,1.9166666666666667,2.0,1.95,1.6500000000000001,27,19,A,1.57,4.5,5.0
3,0,-2,-9,1.3333333333333333,2.8333333333333335,1.2333333333333334,2.566666666666667,15,12,A,1.85,3.75,4.0
4,1,3,-6,2.933333333333333,1.3833333333333335,0.85,2.9166666666666665,38,15,A,1.13,8.0,19.0
6,7,2,7,2.216666666666667,1.05,2.316666666666667,0.9166666666666666,31,31,A,3.6,3.4,2.1
9,3,4,-4,3.1166666666666667,1.8666666666666665,2.9333333333333336,2.516666666666667,24,18,D,1.7,4.0,4.75
4,0,1,-3,1.3499999999999999,1.4166666666666667,1.4833333333333334,0.7833333333333333,14,10,D,2.6,3.0,3.0
1,4,-3,0,1.5833333333333333,1.9833333333333332,1.4500000000000002,2.5500000000000003,26,20,D,1.8,3.6,4.5
1,3,-4,-5,1.7,1.8166666666666667,0.7333333333333334,2.233333333333333,22,12,H,1.38,5.0,8.0
3,4,-3,2,1.7666666666666666,2.783333333333333,1.8,1.3166666666666667,15,23,A,5.5,4.1,1.57
3,3,-2,-5,1.5,1.3499999999999999,1.0833333333333333,2.25,16,27,A,2.3,2.75,3.9
3,7,-1,5,1.5333333333333332,1.633333333333333,1.5333333333333332,1.15,21,25,H,2.9,3.1,2.6
4,9,3,7,2.4166666666666665,1.5,2.733333333333333,0.8333333333333334,38,38,A,1.9,3.8,3.9
7,5,3,2,1.7333333333333332,1.7333333333333334,2.15,0.5499999999999999,16,30,A,6.25,4.2,1.55
4,1,-1,-4,2.8000000000000003,2.9333333333333336,2.266666666666667,1.4833333333333334,19,24,D,2.88,3.7,2.35
3,4,-1,2,1.8166666666666667,2.3499999999999996,3.0,1.9166666666666667,12,23,A,4.75,3.75,1.73
3,6,-1,-1,1.7833333333333332,3.1333333333333333,1.8666666666666665,2.3000000000000003,23,28,A,2.3,3.6,2.9
6,4,2,2,2.466666666666667,1.2,2.0500000000000003,1.4666666666666668,25,27,H,3.25,3.7,2.1
3,7,0,3,1.5833333333333333,1.55,1.4000000000000001,1.3499999999999999,25,33,A,3.9,3.1,2.1
5,6,2,2,1.0166666666666666,1.5,1.8499999999999999,1.0166666666666666,16,35,A,5.25,3.6,1.7
4,3,-2,-7,1.5,2.0833333333333335,1.95,1.8,16,31,A,5.0,3.6,1.73
4,7,0,4,1.2833333333333332,1.6166666666666665,2.6,1.2166666666666666,19,25,A,3.3,2.9,2.45
4,9,0,6,0.9833333333333334,1.7,4.05,1.7666666666666666,15,34,D,5.0,4.2,1.62
5,0,2,-10,1.0333333333333334,1.7833333333333332,1.0166666666666666,3.733333333333333,24,5,D,1.42,4.75,7.0
4,0,-2,-6,1.3666666666666665,4.033333333333334,1.9833333333333334,2.0,14,9,A,2.55,3.4,2.7
3,7,-2,2,1.7333333333333334,1.7833333333333332,3.5,1.9666666666666668,22,25,A,1.8,3.8,4.2
3,5,3,2,2.5166666666666666,2.6833333333333336,2.433333333333333,1.7166666666666668,23,36,A,4.5,4.0,1.73
1,3,-2,0,1.9000000000000001,0.7999999999999999,1.8,1.8166666666666667,11,16,D,2.25,3.1,3.5
4,4,2,0,2.35,1.75,1.5,1.9166666666666667,37,22,H,1.33,5.5,9.0
4,1,-2,-3,1.2833333333333332,2.4833333333333334,1.7,1.7666666666666666,18,27,A,4.2,3.4,1.91
3,3,-1,-1,1.6666666666666667,2.15,2.0,2.8666666666666667,16,15,H,1.53,4.2,6.25
2,3,-3,-1,1.05,2.3333333333333335,2.15,1.2166666666666666,10,14,H,2.5,3.3,2.88
9,3,4,-1,2.4833333333333334,1.4833333333333334,1.4666666666666668,1.8666666666666665,37,19,H,1.29,5.5,11.0
1,3,-2,0,1.5666666666666664,1.6333333333333335,1.5999999999999999,1.6666666666666667,10,28,A,6.25,3.5,1.65
7,2,2,-1,1.5166666666666666,2.25,1.1666666666666667,1.5833333333333333,19,15,H,1.85,3.6,4.33
4,5,-1,1,1.6833333333333333,1.2666666666666666,1.5333333333333332,2.3833333333333333,24,21,D,1.8,3.5,4.75
9,5,13,2,2.6,0.9833333333333334,2.15,1.1833333333333333,34,15,H,1.2,6.5,15.0
6,3,2,-3,1.5333333333333332,1.6666666666666667,1.1500000000000001,2.283333333333333,31,20,A,1.6,3.8,6.0
1,5,-2,4,1.8666666666666665,1.75,1.1333333333333333,1.7166666666666668,27,16,D,1.33,5.5,7.5
7,4,4,-2,3.016666666666667,2.4499999999999997,2.0666666666666664,2.216666666666667,28,16,D,1.9,3.8,3.8
7,3,2,0,3.016666666666667,1.75,1.5,1.45,35,25,A,1.48,4.75,6.0
9,3,4,1,2.1333333333333333,1.7333333333333334,2.5666666666666664,3.1333333333333333,31,23,H,2.3,3.75,2.88
1,5,-6,1,0.7000000000000001,2.766666666666666,1.8666666666666665,3.0,6,20,A,3.25,3.5,2.2
3,3,1,-3,2.216666666666667,2.033333333333333,2.533333333333333,1.6166666666666665,12,22,H,3.9,3.7,1.91
5,1,3,-7,3.033333333333333,2.033333333333333,1.2833333333333332,3.0500000000000003,39,14,H,1.08,12.0,23.0
6,6,6,1,3.066666666666667,1.5166666666666668,1.9166666666666667,1.75,26,28,H,1.91,3.8,3.75
5,3,4,-4,2.15,1.1166666666666665,1.8333333333333333,2.783333333333333,33,12,H,1.14,9.0,15.0
2,3,-2,-1,2.5500000000000003,1.7666666666666666,1.95,2.566666666666667,25,23,D,1.62,4.33,4.75
6,9,-4,3,1.6833333333333333,1.5833333333333333,2.45,1.7166666666666668,34,40,D,3.0,3.3,2.4
0,9,-3,10,2.1666666666666665,1.6333333333333335,2.4833333333333334,1.1666666666666667,14,37,A,6.5,4.75,1.44
0,0,-8,-3,1.8499999999999999,2.9,1.9000000000000001,2.216666666666667,15,10,H,2.3,3.5,3.0
3,2,1,-1,1.7333333333333334,2.1,0.75,1.6333333333333335,19,16,A,2.55,2.9,3.1
4,6,0,6,1.9000000000000001,1.5333333333333332,2.6999999999999997,1.5999999999999999,26,19,D,2.25,3.4,3.2
5,3,1,-1,2.2333333333333334,1.6833333333333333,1.5333333333333332,1.6833333333333333,31,31,D,1.95,3.3,4.2
6,5,2,1,1.3833333333333335,1.3166666666666667,1.6666666666666667,2.1,38,13,H,1.27,5.5,11.0
6,4,0,-1,1.4666666666666668,2.0666666666666664,1.2,1.3833333333333335,23,19,D,2.25,3.1,3.5
0,1,-9,-2,0.9833333333333334,3.1,2.1666666666666665,1.683333333333333,14,28,A,7.5,5.5,1.36
5,7,1,5,1.6166666666666665,2.983333333333333,3.283333333333333,1.3166666666666667,23,42,A,7.0,5.0,1.4
3,6,1,4,2.4666666666666663,2.5166666666666666,1.9166666666666667,1.9000000000000001,23,15,D,1.6,5.0,4.2
5,5,1,3,2.1999999999999997,1.8499999999999999,2.75,2.216666666666667,28,29,D,2.3,3.6,2.88
3,9,0,4,0.9499999999999998,2.316666666666667,2.1166666666666667,1.3666666666666665,17,34,A,2.6,3.2,2.8
4,1,-2,-6,2.1333333333333333,2.316666666666667,1.4333333333333333,2.433333333333333,17,6,H,1.57,3.9,5.5
3,9,-4,11,2.1333333333333333,1.6500000000000001,3.6666666666666665,0.7000000000000001,22,29,A,2.75,3.5,2.55
3,4,-4,0,1.0833333333333333,2.533333333333333,2.9333333333333336,1.9666666666666668,12,35,H,6.5,4.75,1.42
3,2,-3,-2,1.2833333333333332,2.85,2.6833333333333336,1.7333333333333332,28,26,D,1.9,3.8,3.6
4,3,0,-3,2.1,1.5166666666666668,1.1166666666666667,2.4666666666666663,15,16,H,1.7,3.7,5.0
7,3,3,-3,2.0666666666666664,1.1333333333333333,1.75,2.6999999999999997,28,15,A,1.5,4.1,7.0
1,7,-3,5,1.3999999999999997,3.1,2.2666666666666666,0.9333333333333332,24,36,A,6.5,4.75,1.44
2,7,-1,5,1.5,1.0833333333333333,2.75,1.9666666666666668,12,40,A,7.0,4.5,1.42
4,0,-2,-7,1.6833333333333333,2.5833333333333335,1.4000000000000001,2.2833333333333337,29,14,H,1.33,5.5,8.5
5,2,3,-2,2.533333333333333,2.433333333333333,1.3333333333333333,2.483333333333334,30,17,H,1.73,3.75,4.75
4,1,-3,-3,2.733333333333333,1.95,2.533333333333333,2.1666666666666665,20,35,D,3.8,3.75,1.91
4,4,1,-4,2.4333333333333336,1.7999999999999998,1.1666666666666667,3.266666666666667,31,23,H,1.3,6.25,7.5
1,1,-2,-4,1.4000000000000001,2.5500000000000003,1.1333333333333333,2.6,6,24,A,3.0,3.4,2.4
3,9,0,7,2.516666666666667,1.75,2.283333333333333,1.1833333333333333,27,39,D,4.33,3.75,1.8
1,9,-4,9,1.7833333333333332,2.55,2.716666666666667,0.7000000000000001,24,32,A,2.88,3.8,2.25
1,9,-2,4,1.6833333333333333,2.1999999999999997,2.3000000000000003,1.1666666666666667,32,41,A,2.88,3.25,2.55
4,0,0,-3,1.4000000000000001,2.75,1.9833333333333334,2.3333333333333335,13,19,D,2.3,3.1,3.4
6,4,1,-1,1.7833333333333332,3.033333333333333,1.4666666666666668,2.0166666666666666,18,24,D,3.0,3.0,2.55
0,0,-3,-5,1.6166666666666665,2.1999999999999997,2.1166666666666667,2.033333333333333,10,14,A,2.4,3.25,3.0
3,4,-2,0,1.25,2.2333333333333334,1.3,2.1666666666666665,16,19,D,2.63,3.0,2.9
4,3,-1,-5,1.5333333333333332,1.6666666666666667,2.0166666666666666,2.6666666666666665,20,18,D,1.85,3.4,4.5
4,4,3,-5,2.1166666666666667,2.5,1.95,1.9166666666666667,20,35,H,2.55,3.1,3.0
5,3,1,-3,2.483333333333333,2.35,1.1666666666666667,2.5,29,15,D,1.55,4.2,5.75
9,0,10,-7,4.283333333333333,0.9333333333333332,1.8333333333333333,1.7833333333333332,45,22,D,1.29,6.25,8.0
7,9,5,5,1.5333333333333332,1.75,2.1166666666666667,1.45,16,37,A,3.3,3.2,2.3
4,6,-1,2,2.483333333333333,1.6333333333333335,2.5833333333333335,1.2666666666666668,35,18,D,1.9,3.4,4.2
3,6,0,3,1.9000000000000001,2.283333333333333,1.9500000000000002,1.2,22,24,H,2.75,3.1,2.7
3,5,-3,1,0.6,2.1999999999999997,2.1,1.7,12,25,H,4.5,3.5,1.83
3,3,0,-1,1.2833333333333332,1.8499999999999999,1.9666666666666668,1.3166666666666667,17,25,A,2.75,3.1,2.75
2,5,-2,1,1.5,1.5666666666666664,2.5166666666666666,1.7,21,32,D,5.0,3.2,1.8
5,3,1,-3,2.65,1.1500000000000001,1.7333333333333334,1.9333333333333333,27,17,D,1.33,5.0,9.5
2,3,-1,-5,1.2666666666666666,1.3,1.2666666666666666,2.6833333333333336,15,18,D,2.1,3.0,4.0
5,7,1,2,1.8999999999999997,1.8499999999999999,2.0,2.1,25,41,D,5.25,3.8,1.65
1,1,-2,-3,2.3166666666666664,2.1333333333333333,1.1333333333333333,2.1333333333333333,20,17,A,2.0,3.1,4.33
3,2,-2,-1,1.4666666666666666,2.566666666666667,1.7,1.7333333333333334,22,12,D,2.0,3.3,4.0
9,2,3,-1,2.1,1.5999999999999999,1.5666666666666667,1.8666666666666665,41,25,H,1.33,5.0,10.0
7,3,2,-1,1.7,1.3499999999999999,1.8666666666666665,1.0833333333333333,22,16,A,2.45,2.9,3.3
6,7,2,7,2.5833333333333335,1.2,2.533333333333333,2.3833333333333333,28,23,D,2.8,3.2,2.6
9,4,5,0,2.183333333333333,1.1833333333333333,1.4166666666666667,2.766666666666667,44,19,H,1.25,5.5,13.0
4,9,0,11,1.5,3.0500000000000003,2.516666666666667,1.0666666666666667,14,40,A,11.0,5.25,1.29
4,4,0,-4,1.3833333333333335,1.8666666666666665,1.3666666666666665,2.3833333333333333,20,19,H,1.91,3.5,4.0
4,4,1,2,1.6166666666666665,1.7166666666666668,2.6166666666666667,1.5499999999999998,25,30,H,2.0,3.3,4.0
0,1,-3,-4,1.6500000000000001,2.2333333333333334,1.55,1.9000000000000001,10,32,H,4.2,3.5,1.85
9,7,6,7,1.8333333333333333,1.8499999999999999,3.6,0.9,40,46,D,5.25,4.1,1.62
4,5,0,1,2.2666666666666666,1.6666666666666667,3.3833333333333333,1.366666666666667,19,28,A,4.2,3.5,1.9
1,5,-3,1,2.183333333333333,2.5,2.983333333333333,1.5,36,33,D,1.48,4.75,6.0
4,7,3,5,2.15,2.066666666666667,2.5,1.7,27,34,D,4.75,4.2,1.62
5,5,1,1,1.866666666666667,1.5999999999999999,3.0666666666666664,1.75,42,33,D,2.1,3.25,3.7
3,5,-7,1,1.2666666666666666,3.3333333333333335,2.3666666666666667,2.5833333333333335,23,30,H,3.0,3.4,2.38
1,4,-3,-2,1.0,2.9000000000000004,1.6166666666666665,2.0500000000000003,17,32,A,3.25,3.2,2.3
7,1,3,-2,1.9000000000000001,0.9166666666666666,1.75,1.5833333333333333,40,24,H,1.4,5.25,7.0
0,5,-5,1,1.0166666666666666,2.466666666666667,2.6999999999999997,1.4666666666666668,14,21,A,3.9,3.6,1.91
9,4,6,1,2.5,1.0333333333333334,2.75,1.2166666666666668,43,29,D,1.48,4.2,7.0
9,4,6,-1,2.4,0.9500000000000001,1.8166666666666664,1.5833333333333333,35,16,H,1.36,5.5,8.0
4,3,1,0,1.2166666666666666,2.1999999999999997,2.3000000000000003,1.6166666666666665,16,28,A,3.9,3.7,1.91
1,0,-4,-7,1.3666666666666665,2.033333333333333,1.45,3.216666666666667,23,6,H,1.29,6.0,9.5
2,6,-1,-1,1.5666666666666667,2.033333333333333,0.55,2.0500000000000003,16,15,H,1.75,3.4,5.25
5,7,2,2,1.9000000000000001,2.966666666666667,1.5333333333333332,1.9166666666666667,24,23,H,1.5,4.1,6.5
2,3,-1,-1,2.9499999999999997,1.9166666666666667,1.3333333333333333,1.45,30,13,H,1.6,3.75,6.0
9,5,6,1,2.0166666666666666,1.7,2.6999999999999997,2.3666666666666667,38,34,A,1.62,4.2,5.0
4,5,3,5,2.6166666666666667,2.1166666666666667,3.6666666666666665,1.1333333333333333,28,47,A,6.5,5.0,1.42
0,2,-5,-1,1.5999999999999999,2.0,2.283333333333333,1.95,14,30,A,4.33,3.7,1.8
3,7,-7,3,1.1666666666666665,3.3833333333333333,2.6833333333333336,1.5166666666666666,26,24,A,2.6,3.5,2.63
7,7,3,2,1.8166666666666667,1.2333333333333334,1.9333333333333333,1.3499999999999999,43,35,D,1.5,4.1,7.0
3,9,0,6,1.7833333333333332,2.3666666666666667,2.316666666666667,1.0,43,47,A,2.25,3.25,3.25
4,9,-2,3,1.7166666666666668,2.6833333333333336,1.6166666666666665,1.4333333333333336,19,44,H,7.0,4.0,1.5
3,1,-1,-2,1.5166666666666666,1.7833333333333332,2.2,1.7833333333333332,19,38,D,6.5,4.2,1.5
4,2,0,-1,1.8333333333333333,1.55,1.2666666666666666,0.9333333333333332,25,17,A,1.75,3.6,4.75
6,4,3,-1,1.55,0.8333333333333334,1.8499999999999999,1.616666666666667,28,23,A,1.91,3.5,4.0
3,5,0,1,3.0833333333333335,1.8499999999999999,3.35,1.5999999999999999,34,31,H,2.15,3.3,3.4
2,4,-1,-1,1.25,2.0166666666666666,1.2666666666666666,2.0833333333333335,13,28,H,3.1,3.0,2.55
1,5,-2,1,0.7000000000000001,2.1166666666666667,1.7999999999999998,2.5500000000000003,25,25,D,2.15,3.0,3.8
7,4,3,0,2.6666666666666665,2.033333333333333,1.9666666666666668,1.5,43,22,H,1.14,7.5,17.0
3,7,0,3,2.3333333333333335,1.2833333333333332,1.9666666666666668,1.0833333333333333,24,36,A,2.8,3.2,2.6
4,7,0,5,1.55,2.1666666666666665,2.75,2.1666666666666665,16,35,A,7.5,5.25,1.36
7,0,5,-8,1.7666666666666668,2.3166666666666664,1.3666666666666665,4.033333333333333,41,6,H,1.38,4.75,8.0
0,1,-4,-2,1.0333333333333334,2.4833333333333334,1.5,1.75,17,24,H,2.8,3.5,2.45
7,1,4,-3,2.5166666666666666,1.3333333333333333,2.65,2.0,44,20,H,1.25,5.75,13.0
4,2,-1,-2,1.3499999999999999,2.466666666666667,2.1666666666666665,1.9333333333333333,19,36,A,5.0,3.5,1.75
4,1,0,-2,1.3666666666666665,1.8,1.0166666666666666,3.0,19,14,D,2.15,3.7,3.1
4,4,-2,0,1.1,2.6333333333333333,1.5833333333333333,1.9666666666666668,18,20,H,1.95,3.3,4.1
1,3,-4,0,1.4000000000000001,1.7833333333333332,1.7833333333333332,2.0833333333333335,32,22,D,1.73,3.4,5.5
4,5,0,2,2.0666666666666664,2.2333333333333334,1.8833333333333335,1.5666666666666667,26,31,A,2.1,3.6,3.3
4,6,2,0,2.6833333333333336,1.383333333333333,1.2333333333333334,1.8166666666666667,30,30,H,1.73,3.5,5.25
4,3,1,0,2.3333333333333335,1.6833333333333333,1.8166666666666664,1.5833333333333333,19,26,H,2.15,3.4,3.4
2,1,-2,-6,2.6166666666666667,1.9833333333333332,2.2166666666666663,1.7833333333333332,37,16,H,1.36,5.75,6.5
3,1,-3,-2,1.8166666666666667,2.5833333333333335,1.0999999999999999,2.1,22,26,D,2.5,3.1,3.0
3,7,0,4,1.3833333333333335,2.55,1.9333333333333336,2.1166666666666667,23,21,H,2.2,3.2,3.6
1,5,-4,2,1.8333333333333333,2.2666666666666666,2.8666666666666667,1.5333333333333332,20,33,D,3.8,3.3,2.0
6,1,-2,-3,1.0333333333333334,2.0500000000000003,1.5833333333333333,1.5166666666666666,30,25,A,2.25,3.0,3.5
6,6,1,6,1.8499999999999999,1.6666666666666667,2.8833333333333333,1.1333333333333333,44,33,D,1.7,4.0,4.75
4,4,-1,0,2.25,1.7666666666666668,1.7,1.9833333333333334,26,19,D,1.7,3.8,4.75
3,9,-3,6,1.0,2.216666666666667,3.5833333333333335,1.5999999999999999,15,46,A,10.0,6.0,1.27
4,2,2,-1,2.2666666666666666,1.7,2.0,2.0833333333333335,22,43,A,4.2,3.6,1.85
9,5,6,2,1.5,1.5833333333333333,3.183333333333333,1.7833333333333332,50,37,H,2.15,3.1,3.8
7,3,4,-1,1.6666666666666667,1.0999999999999999,1.4166666666666667,2.3833333333333333,34,20,A,1.67,3.75,5.5
5,1,2,-8,3.4166666666666665,1.7999999999999998,1.3333333333333333,2.5166666666666666,50,16,H,1.08,12.0,15.0
0,6,-8,1,1.5166666666666666,3.4499999999999997,2.1333333333333333,2.85,6,38,A,6.5,5.25,1.42
0,5,-8,1,2.283333333333333,2.2833333333333337,1.9833333333333332,1.4833333333333334,16,44,A,7.0,4.5,1.45
7,5,9,2,3.1999999999999997,2.1166666666666667,2.8000000000000003,1.7833333333333332,38,40,H,2.05,4.0,3.3
7,7,4,4,2.85,2.3,1.6166666666666665,2.4666666666666663,37,44,H,2.05,3.7,3.4
5,6,1,3,1.633333333333333,2.316666666666667,1.75,1.3333333333333333,26,28,H,2.75,2.9,2.88
3,4,-2,0,1.0666666666666667,1.9500000000000002,1.8666666666666665,2.15,28,20,A,1.75,3.4,5.5
7,4,2,-2,2.1999999999999997,0.9500000000000001,1.6666666666666667,2.6666666666666665,39,22,D,1.38,5.0,7.5
1,4,-2,0,2.6,1.55,1.1333333333333333,1.9833333333333334,39,16,H,1.22,7.5,10.0
4,1,1,-4,2.216666666666667,1.8666666666666665,1.75,1.4333333333333333,39,33,A,2.0,3.5,3.8
4,4,1,0,1.9833333333333334,1.3166666666666667,2.1666666666666665,2.033333333333333,33,26,A,2.3,3.4,3.1
2,7,-3,4,1.6500000000000001,1.7666666666666666,2.1666666666666665,2.3333333333333335,26,27,A,3.3,3.3,2.25
7,4,4,3,2.2666666666666666,1.2166666666666666,3.1166666666666667,2.8000000000000003,27,28,A,2.05,3.75,3.3
0,0,-3,-5,1.7666666666666666,2.0666666666666664,1.55,1.75,24,14,A,1.45,5.5,5.5
7,3,2,-4,1.7333333333333334,1.633333333333333,1.1666666666666665,2.6166666666666667,36,26,D,1.53,4.33,5.75
4,7,-1,3,1.6166666666666665,1.9333333333333336,2.6833333333333336,1.3333333333333333,20,47,A,9.5,5.25,1.33
4,2,-1,-1,2.8166666666666664,1.75,2.033333333333333,1.55,31,20,H,1.3,6.0,8.5
4,3,1,0,1.5166666666666666,0.8999999999999999,2.1166666666666667,1.6833333333333333,20,24,D,2.63,3.0,3.0
4,3,-1,-2,1.2166666666666666,1.8833333333333335,0.9166666666666666,2.0,23,13,H,2.25,3.0,3.6
2,1,-1,-5,1.0666666666666667,2.9,1.383333333333333,2.1166666666666667,15,19,D,2.15,3.5,3.25
5,7,1,2,1.5666666666666667,2.25,2.0500000000000003,2.283333333333333,23,29,A,3.3,3.0,2.38
1,3,-2,-5,2.2666666666666666,1.6833333333333333,1.8333333333333333,2.4166666666666665,20,20,A,2.15,3.4,3.5
7,5,4,1,1.6833333333333333,2.4166666666666665,2.4,0.9,23,27,D,2.45,2.9,3.25
4,3,0,-4,2.5,0.9333333333333332,1.2666666666666666,2.1666666666666665,45,30,H,1.4,4.33,8.5
4,6,-4,3,1.8333333333333333,2.9166666666666665,1.45,0.7999999999999999,44,34,H,2.38,3.5,2.8
5,9,1,7,1.55,2.2333333333333334,3.25,1.2333333333333334,20,49,H,9.0,5.75,1.3
0,5,-6,1,2.0166666666666666,2.25,1.6500000000000001,2.0,16,37,H,3.3,3.6,2.1
0,0,-11,-5,1.2666666666666666,2.733333333333333,1.9833333333333334,3.1999999999999997,16,6,A,1.95,3.6,3.8
6,3,1,-3,1.4166666666666667,1.633333333333333,1.7833333333333332,1.8833333333333335,23,17,H,1.75,3.75,4.5
7,7,8,5,3.0,2.85,3.3666666666666667,1.5333333333333332,40,53,A,4.5,4.33,1.67
4,3,3,-3,1.9666666666666668,1.8833333333333335,1.1833333333333333,1.866666666666667,34,15,H,1.22,7.0,10.0
6,3,2,0,2.6833333333333336,2.9333333333333336,1.7833333333333332,1.0666666666666667,41,33,A,1.7,4.0,4.75
5,3,2,1,2.783333333333333,1.1333333333333333,2.3333333333333335,1.4833333333333334,34,22,H,1.9,3.5,4.2
4,5,0,2,2.1166666666666667,2.3333333333333335,1.6833333333333333,2.283333333333333,46,26,D,1.42,4.5,7.5
1,2,-4,-1,1.2666666666666666,2.5166666666666666,0.8833333333333333,2.85,26,16,H,1.83,3.4,4.5
3,1,-3,-5,0.7999999999999999,2.283333333333333,1.7166666666666666,1.5166666666666668,13,20,A,2.3,3.0,3.5
4,0,-1,-3,2.4999999999999996,3.3333333333333335,2.0,1.9333333333333333,31,24,A,2.1,3.9,3.2
6,7,0,6,2.0500000000000003,2.15,2.4499999999999997,1.7,34,50,D,4.0,3.5,1.91
4,6,0,1,1.7333333333333332,1.5333333333333332,1.95,1.6000000000000003,36,26,H,1.65,3.9,5.25
4,1,1,-4,2.3166666666666664,1.9333333333333333,1.1166666666666667,2.783333333333333,37,21,H,1.36,4.75,9.0
4,4,5,1,3.3333333333333335,1.3666666666666665,1.1833333333333333,0.75,42,21,H,1.2,7.5,13.0
3,7,-2,2,1.2833333333333332,1.5166666666666666,2.6333333333333333,0.8333333333333334,28,40,D,2.9,3.3,2.45
4,1,-5,-2,0.8166666666666668,2.6666666666666665,1.5166666666666666,1.6166666666666665,16,25,H,2.3,3.1,3.25
7,7,2,8,1.9833333333333332,1.45,3.1833333333333336,2.0,47,41,H,1.95,3.5,4.0
6,6,1,3,1.7166666666666666,1.5666666666666664,2.216666666666667,1.6833333333333333,29,27,A,2.0,3.5,3.8
2,3,-1,-3,1.3666666666666665,2.0500000000000003,1.4666666666666668,1.6833333333333333,27,28,H,3.0,3.0,2.55
7,9,3,4,2.8166666666666664,1.9166666666666667,1.4666666666666668,1.4333333333333333,30,53,D,3.1,3.2,2.38
4,4,0,-1,3.016666666666667,1.8166666666666664,1.1166666666666665,2.3833333333333333,40,27,H,1.36,4.75,8.0
4,4,1,2,1.5166666666666668,2.716666666666667,2.0,1.6666666666666667,21,39,A,3.9,3.4,2.0
3,1,-1,-4,1.366666666666667,2.1999999999999997,2.216666666666667,2.9,28,23,H,1.6,4.2,5.0
7,7,2,6,2.0666666666666664,1.6500000000000001,2.5166666666666666,1.4333333333333333,39,51,H,3.6,3.5,2.05
3,6,0,4,1.9666666666666668,1.3333333333333333,2.3166666666666664,1.5166666666666666,22,40,A,3.7,3.4,2.05
7,0,2,-8,2.033333333333333,1.3833333333333335,1.2166666666666666,2.5,32,15,H,1.5,4.1,7.0
4,4,-2,0,2.0166666666666666,1.3333333333333333,2.5999999999999996,1.5333333333333332,23,47,A,6.25,4.1,1.53
1,4,-5,-1,0.8333333333333334,3.1333333333333333,1.8166666666666667,2.4166666666666665,21,35,A,5.5,3.8,1.65
5,3,2,-1,1.6833333333333333,2.5,1.8999999999999997,1.866666666666667,27,26,D,2.2,3.1,3.6
1,4,-2,-1,0.6833333333333332,1.6166666666666665,1.5166666666666666,1.8166666666666667,25,29,H,2.25,3.4,3.2
5,3,1,-1,2.216666666666667,1.2,1.8166666666666667,2.1833333333333336,41,31,H,1.65,4.0,5.0
1,7,-4,8,1.6333333333333335,3.0,2.3833333333333333,1.8166666666666667,23,37,A,4.75,3.9,1.7
6,4,5,1,3.516666666666667,0.8833333333333333,2.6333333333333333,1.0,49,48,D,1.85,3.6,4.2
5,7,1,7,1.9666666666666668,0.9333333333333335,2.9,0.9333333333333332,28,45,A,5.25,4.5,1.55
4,5,1,3,0.85,1.1833333333333333,1.4000000000000001,1.7833333333333332,21,24,A,2.3,2.9,3.6
6,4,-4,0,1.2666666666666666,2.1666666666666665,0.9166666666666666,2.1166666666666667,19,23,H,1.73,3.4,5.5
3,7,-5,4,1.3999999999999997,2.6833333333333336,2.6,0.5666666666666667,23,37,D,4.2,3.5,1.91
0,7,-5,2,1.5833333333333333,1.5166666666666666,1.0833333333333333,2.45,28,23,H,1.6,3.9,5.75
3,1,0,-3,1.9666666666666668,1.9999999999999998,2.8333333333333335,1.45,21,20,H,1.85,3.6,4.1
7,3,2,-3,1.2166666666666666,1.5333333333333332,1.4833333333333334,2.783333333333333,54,29,D,1.44,4.5,7.5
6,0,3,-5,2.183333333333333,1.7333333333333334,0.6833333333333335,2.5,42,13,H,1.38,4.75,8.5
2,7,-1,3,1.0999999999999999,2.6833333333333336,2.6333333333333333,1.1666666666666667,16,31,A,5.0,3.7,1.73
4,9,1,5,1.8999999999999997,2.0166666666666666,1.8999999999999997,1.6333333333333335,51,42,H,1.48,4.75,6.5
0,5,-7,1,1.1833333333333333,2.15,1.75,1.9166666666666667,30,30,D,2.0,3.0,4.33
