Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,B365H,B365D,B365A
2025-05-24,Real Madrid,Sociedad,2,0,H,1.42,5.0,6.5
2025-05-24,Leganes,Valladolid,3,0,H,1.3,5.5,9.5
2025-05-25,Girona,Ath Madrid,0,4,A,3.8,3.75,1.91
2025-05-25,Villarreal,Sevilla,4,2,H,1.48,5.0,6.0
2025-05-25,Ath Bilbao,Barcelona,0,3,A,3.2,3.75,2.1
2025-08-15,Girona,Vallecano,1,3,A,2.25,3.25,3.3
2025-08-15,Villarreal,Oviedo,2,0,H,1.4,4.75,8.0
2025-08-16,Valencia,Sociedad,1,1,D,2.6,2.9,3.1
2025-08-16,Mallorca,Barcelona,0,3,A,7.0,5.0,1.4
2025-08-16,Alaves,Levante,2,1,H,2.15,3.0,3.8
2025-08-17,Espanol,Ath Madrid,2,1,H,6.0,3.9,1.57
2025-08-17,Celta,Getafe,0,2,A,1.73,3.5,5.25
2025-08-17,Ath Bilbao,Sevilla,3,2,H,1.57,3.9,6.0
2025-08-18,Elche,Betis,1,1,D,3.4,3.3,2.2
2025-08-19,Real Madrid,Osasuna,1,0,H,1.22,6.25,13.0
2025-08-22,Betis,Alaves,1,0,H,1.91,3.4,4.2
2025-08-23,Mallorca,Celta,1,1,D,3.0,3.1,2.55
2025-08-23,Ath Madrid,Elche,1,1,D,1.25,5.25,15.0
2025-08-23,Levante,Barcelona,2,3,A,11.0,6.0,1.25
2025-08-24,Oviedo,Real Madrid,0,3,A,9.5,5.5,1.3
2025-08-24,Villarreal,Girona,5,0,H,1.53,4.33,6.0
2025-08-24,Sociedad,Espanol,2,2,D,1.8,3.4,5.0
2025-08-24,Osasuna,Valencia,1,0,H,2.4,3.2,3.1
2025-08-25,Ath Bilbao,Vallecano,1,0,H,1.7,3.5,5.5
2025-08-25,Sevilla,Getafe,1,2,A,2.25,3.0,3.6
2025-08-27,Celta,Betis,1,1,D,2.2,3.4,3.25
2025-08-29,Elche,Levante,2,0,H,2.15,3.25,3.5
2025-08-29,Valencia,Getafe,3,0,H,2.3,2.9,3.6
2025-08-30,Real Madrid,Mallorca,2,1,H,1.18,7.0,15.0
2025-08-30,Girona,Sevilla,0,2,A,2.4,3.3,3.0
2025-08-30,Alaves,Ath Madrid,1,1,D,4.75,3.5,1.8
2025-08-30,Oviedo,Sociedad,1,0,H,3.5,3.1,2.25
2025-08-31,Celta,Villarreal,1,1,D,2.75,3.5,2.5
2025-08-31,Betis,Ath Bilbao,1,2,A,3.0,3.1,2.55
2025-08-31,Espanol,Osasuna,1,0,H,2.38,3.2,3.1
2025-08-31,Vallecano,Barcelona,1,1,D,6.25,5.5,1.4
2025-09-12,Sevilla,Elche,2,2,D,1.85,3.4,4.5
2025-09-13,Ath Bilbao,Alaves,0,1,A,1.6,3.9,5.75
2025-09-13,Ath Madrid,Villarreal,2,0,H,1.8,3.7,4.33
2025-09-13,Sociedad,Real Madrid,1,2,A,5.0,4.33,1.6
2025-09-13,Getafe,Oviedo,2,0,H,1.95,3.1,4.5
2025-09-14,Celta,Girona,1,1,D,1.73,3.9,4.75
2025-09-14,Levante,Betis,2,2,D,3.25,3.25,2.3
2025-09-14,Osasuna,Vallecano,2,0,H,2.55,3.2,2.9
2025-09-14,Barcelona,Valencia,6,0,H,1.22,7.0,11.0
2025-09-15,Espanol,Mallorca,3,2,H,2.1,3.4,3.5
2025-09-19,Betis,Sociedad,3,1,H,1.91,3.6,3.75
2025-09-20,Villarreal,Osasuna,2,1,H,1.55,4.33,5.5
2025-09-20,Valencia,Ath Bilbao,2,0,H,3.0,3.0,2.55
2025-09-20,Alaves,Sevilla,1,2,A,2.25,3.1,3.5
2025-09-20,Real Madrid,Espanol,2,0,H,1.2,7.0,13.0
2025-09-20,Girona,Levante,0,4,A,1.91,3.6,4.0
2025-09-21,Vallecano,Celta,1,1,D,2.3,3.3,3.2
2025-09-21,Mallorca,Ath Madrid,1,1,D,5.0,3.6,1.75
2025-09-21,Elche,Oviedo,1,0,H,1.91,3.2,4.5
2025-09-21,Barcelona,Getafe,3,0,H,1.22,6.5,12.0
2025-09-23,Levante,Real Madrid,1,4,A,7.5,5.75,1.33
2025-09-23,Sevilla,Villarreal,1,2,A,3.1,3.4,2.3
2025-09-23,Ath Bilbao,Girona,1,1,D,1.45,4.33,7.0
2025-09-23,Espanol,Valencia,2,2,D,2.25,3.1,3.4
2025-09-24,Getafe,Alaves,1,1,D,2.3,2.9,3.6
2025-09-24,Ath Madrid,Vallecano,3,2,H,1.5,4.5,6.0
2025-09-24,Sociedad,Mallorca,1,0,H,1.8,3.4,4.75
2025-09-25,Osasuna,Elche,1,1,D,1.95,3.25,4.33
2025-09-25,Oviedo,Barcelona,1,3,A,10.0,5.75,1.25
2025-09-26,Girona,Espanol,0,0,D,2.45,3.3,2.88
2025-09-27,Villarreal,Ath Bilbao,1,0,H,2.1,3.25,3.7
2025-09-27,Mallorca,Alaves,1,0,H,2.35,3.0,3.4
2025-09-27,Ath Madrid,Real Madrid,5,2,H,3.0,3.6,2.3
2025-09-27,Getafe,Levante,1,1,D,2.05,3.1,4.1
2025-09-28,Vallecano,Sevilla,0,1,A,2.0,3.3,4.0
2025-09-28,Elche,Celta,2,1,H,2.88,3.1,2.6
2025-09-28,Barcelona,Sociedad,2,1,H,1.27,5.75,10.0
2025-09-28,Betis,Osasuna,2,0,H,1.75,3.8,4.5
2025-09-30,Valencia,Oviedo,1,2,A,1.7,3.5,5.5
2025-10-03,Osasuna,Getafe,2,1,H,2.15,2.9,4.1
2025-10-04,Oviedo,Levante,0,2,A,2.5,3.3,2.88
2025-10-04,Girona,Valencia,2,1,H,2.45,3.5,2.8
2025-10-04,Ath Bilbao,Mallorca,2,1,H,1.53,3.8,7.0
2025-10-04,Real Madrid,Villarreal,3,1,H,1.45,5.0,6.0
2025-10-05,Alaves,Elche,3,1,H,2.3,3.1,3.3
2025-10-05,Sevilla,Barcelona,4,1,H,5.75,5.25,1.45
2025-10-05,Espanol,Betis,1,2,A,2.63,3.4,2.63
2025-10-05,Sociedad,Vallecano,0,1,A,2.05,3.6,3.5
2025-10-05,Celta,Ath Madrid,1,1,D,4.5,3.8,1.75
2025-10-17,Oviedo,Espanol,0,2,A,3.0,3.1,2.5
2025-10-18,Villarreal,Betis,2,2,D,1.91,3.6,4.0
2025-10-18,Ath Madrid,Osasuna,1,0,H,1.38,4.75,8.5
2025-10-18,Sevilla,Mallorca,1,3,A,1.85,3.3,4.75
2025-10-18,Barcelona,Girona,2,1,H,1.2,7.0,12.0
2025-10-19,Elche,Ath Bilbao,0,0,D,3.75,3.25,2.1
2025-10-19,Celta,Sociedad,1,1,D,2.1,3.4,3.5
2025-10-19,Levante,Vallecano,0,3,A,2.88,3.25,2.5
2025-10-19,Getafe,Real Madrid,0,1,A,8.0,4.33,1.42
2025-10-20,Alaves,Valencia,0,0,D,2.25,3.0,3.6
2025-10-24,Sociedad,Sevilla,2,1,H,1.95,3.5,3.8
2025-10-25,Valencia,Villarreal,0,2,A,3.1,3.6,2.2
2025-10-25,Ath Bilbao,Getafe,0,1,A,1.67,3.5,6.0
2025-10-25,Espanol,Elche,1,0,H,1.95,3.25,4.1
2025-10-25,Girona,Oviedo,3,3,D,1.8,3.5,4.75
2025-10-26,Mallorca,Levante,1,1,D,2.1,3.3,3.6
2025-10-26,Real Madrid,Barcelona,2,1,H,1.95,4.1,3.3
2025-10-26,Osasuna,Celta,2,3,A,2.35,3.2,3.2
2025-10-26,Vallecano,Alaves,1,0,H,2.1,3.1,3.9
2025-10-27,Betis,Ath Madrid,0,2,A,3.1,3.6,2.2
2025-10-31,Getafe,Girona,2,1,H,2.15,3.0,3.8
2025-11-01,Real Madrid,Valencia,4,0,H,1.17,8.0,15.0
2025-11-01,Sociedad,Ath Bilbao,3,2,H,2.7,3.0,2.8
2025-11-01,Ath Madrid,Sevilla,3,0,H,1.33,5.0,9.0
2025-11-01,Villarreal,Vallecano,4,0,H,1.7,3.8,5.0
2025-11-02,Levante,Celta,1,2,A,2.88,3.4,2.45
2025-11-02,Alaves,Espanol,2,1,H,2.38,3.0,3.3
2025-11-02,Barcelona,Elche,3,1,H,1.22,6.25,12.0
2025-11-02,Betis,Mallorca,3,0,H,1.57,4.2,5.25
2025-11-03,Oviedo,Osasuna,0,0,D,3.0,3.1,2.5
2025-11-07,Elche,Sociedad,1,1,D,2.7,3.2,2.7
2025-11-08,Espanol,Villarreal,0,2,A,2.8,3.5,2.38
2025-11-08,Ath Madrid,Levante,3,1,H,1.22,6.5,12.0
2025-11-08,Girona,Alaves,1,0,H,2.4,3.25,3.0
2025-11-08,Sevilla,Osasuna,1,0,H,2.15,3.3,3.5
2025-11-09,Ath Bilbao,Oviedo,1,0,H,1.5,3.8,8.0
2025-11-09,Vallecano,Real Madrid,0,0,D,5.25,5.0,1.5
2025-11-09,Mallorca,Getafe,1,0,H,2.5,2.9,3.2
2025-11-09,Valencia,Betis,1,1,D,3.3,3.4,2.2
2025-11-09,Celta,Barcelona,2,4,A,4.5,4.2,1.65
2025-11-21,Valencia,Levante,1,0,H,2.0,3.5,3.7
2025-11-22,Villarreal,Mallorca,2,1,H,1.44,4.75,7.0
2025-11-22,Osasuna,Sociedad,1,3,A,2.8,3.1,2.7
2025-11-22,Alaves,Celta,0,1,A,2.6,3.0,2.9
2025-11-22,Barcelona,Ath Bilbao,4,0,H,1.36,5.5,7.0
2025-11-23,Oviedo,Vallecano,0,0,D,3.5,3.2,2.2
2025-11-23,Betis,Girona,1,1,D,1.53,4.33,5.75
2025-11-23,Getafe,Ath Madrid,0,1,A,5.25,3.5,1.73
2025-11-23,Elche,Real Madrid,2,2,D,7.0,5.25,1.38
2025-11-24,Espanol,Sevilla,2,1,H,2.05,3.3,3.8
2025-11-28,Getafe,Elche,1,0,H,2.25,2.88,3.8
2025-11-29,Ath Madrid,Oviedo,2,0,H,1.2,6.25,17.0
2025-11-29,Levante,Ath Bilbao,0,2,A,3.5,3.3,2.15
2025-11-29,Barcelona,Alaves,3,1,H,1.2,7.0,13.0
2025-11-29,Mallorca,Osasuna,2,2,D,2.35,3.0,3.4
2025-11-30,Sociedad,Villarreal,2,3,A,2.8,3.4,2.45
2025-11-30,Sevilla,Betis,0,2,A,3.0,3.3,2.38
2025-11-30,Celta,Espanol,0,1,A,2.05,3.5,3.5
2025-11-30,Girona,Real Madrid,1,1,D,6.5,5.25,1.4
2025-12-01,Vallecano,Valencia,1,1,D,1.95,3.4,4.1
2025-12-02,Barcelona,Ath Madrid,3,1,H,1.73,4.2,4.1
2025-12-03,Ath Bilbao,Real Madrid,0,3,A,4.1,3.9,1.8
2025-12-05,Oviedo,Mallorca,0,0,D,2.55,3.0,3.0
2025-12-06,Villarreal,Getafe,2,0,H,1.62,3.8,5.75
2025-12-06,Alaves,Sociedad,1,0,H,2.8,2.9,2.8
2025-12-06,Betis,Barcelona,3,5,A,4.0,4.5,1.73
2025-12-06,Ath Bilbao,Ath Madrid,1,0,H,3.25,3.25,2.25
2025-12-07,Elche,Girona,3,0,H,2.15,3.3,3.5
2025-12-07,Valencia,Sevilla,1,1,D,2.15,3.4,3.4
2025-12-07,Espanol,Vallecano,1,0,H,2.25,3.4,3.2
2025-12-07,Real Madrid,Celta,0,2,A,1.3,5.5,9.5
2025-12-08,Osasuna,Levante,2,0,H,1.73,3.8,4.5
2025-12-12,Sociedad,Girona,1,2,A,1.75,3.9,4.5
2025-12-13,Ath Madrid,Valencia,2,1,H,1.3,5.0,11.0
2025-12-13,Mallorca,Elche,3,1,H,2.45,3.1,3.1
2025-12-13,Barcelona,Osasuna,2,0,H,1.2,7.0,12.0
2025-12-13,Getafe,Espanol,0,1,A,2.5,2.8,3.25
2025-12-14,Celta,Ath Bilbao,2,0,H,2.63,3.25,2.75
2025-12-14,Sevilla,Oviedo,4,0,H,1.91,3.4,4.2
2025-12-14,Alaves,Real Madrid,1,2,A,5.5,4.0,1.6
2025-12-15,Vallecano,Betis,0,0,D,2.55,3.4,2.75
2025-12-19,Valencia,Mallorca,1,1,D,1.9,3.0,4.0
2025-12-20,Oviedo,Celta,0,0,D,3.6,3.4,2.05
2025-12-20,Levante,Sociedad,1,1,D,3.4,3.4,2.15
2025-12-20,Osasuna,Alaves,3,0,H,2.2,3.0,3.7
2025-12-20,Real Madrid,Sevilla,2,0,H,1.2,7.0,12.0
2025-12-21,Elche,Vallecano,4,0,H,2.4,3.1,3.2
2025-12-21,Betis,Getafe,4,0,H,1.7,3.5,5.5
2025-12-21,Girona,Ath Madrid,0,3,A,5.0,4.0,1.67
2025-12-21,Villarreal,Barcelona,0,2,A,3.4,4.75,1.83
2025-12-22,Ath Bilbao,Espanol,1,2,A,1.75,3.6,5.0
2026-01-02,Vallecano,Getafe,1,1,D,2.05,2.9,4.5
2026-01-03,Celta,Valencia,4,1,H,2.0,3.3,4.0
2026-01-03,Osasuna,Ath Bilbao,1,1,D,3.0,2.9,2.63
2026-01-03,Elche,Villarreal,1,3,A,3.2,3.5,2.2
2026-01-03,Espanol,Barcelona,0,2,A,5.25,4.75,1.5
2026-01-04,Sociedad,Ath Madrid,1,1,D,3.9,3.6,1.91
2026-01-04,Alaves,Oviedo,1,1,D,1.9,3.0,5.25
2026-01-04,Mallorca,Girona,1,2,A,2.25,3.2,3.4
2026-01-04,Sevilla,Levante,0,3,A,1.75,3.6,4.75
2026-01-04,Real Madrid,Betis,5,1,H,1.45,4.75,6.25
2026-01-09,Getafe,Sociedad,1,2,A,3.3,2.9,2.45
2026-01-10,Oviedo,Betis,1,1,D,4.2,3.5,1.91
2026-01-10,Villarreal,Alaves,3,1,H,1.45,4.33,7.0
2026-01-10,Girona,Osasuna,1,0,H,2.35,3.25,3.1
2026-01-10,Valencia,Elche,1,1,D,2.2,3.2,3.5
2026-01-11,Vallecano,Mallorca,2,1,H,1.91,3.3,4.33
2026-01-11,Levante,Espanol,1,1,D,3.1,3.3,2.35
2026-01-12,Sevilla,Celta,0,1,A,2.6,3.3,2.75
2026-01-16,Espanol,Girona,0,2,A,1.85,3.4,4.5
2026-01-17,Real Madrid,Levante,2,0,H,1.17,8.0,15.0
2026-01-17,Mallorca,Ath Bilbao,3,2,H,3.8,2.9,2.25
2026-01-17,Osasuna,Oviedo,3,2,H,1.75,3.4,5.25
2026-01-17,Betis,Villarreal,2,0,H,2.6,3.5,2.63
2026-01-18,Celta,Vallecano,3,0,H,2.05,3.2,4.0
2026-01-18,Sociedad,Barcelona,2,1,H,5.0,4.5,1.55
2026-01-18,Getafe,Valencia,0,1,A,2.55,2.75,3.4
2026-01-18,Ath Madrid,Alaves,1,0,H,1.3,5.25,10.0
2026-01-19,Elche,Sevilla,2,2,D,2.25,3.3,3.25
2026-01-23,Levante,Elche,3,2,H,2.2,3.3,3.2
2026-01-24,Vallecano,Osasuna,1,3,A,2.15,3.25,3.6
2026-01-24,Valencia,Espanol,3,2,H,2.45,3.1,3.1
2026-01-24,Sevilla,Ath Bilbao,2,1,H,2.88,3.0,2.63
2026-01-24,Villarreal,Real Madrid,0,2,A,3.4,3.9,2.0
2026-01-25,Ath Madrid,Mallorca,3,0,H,1.3,5.25,10.0
2026-01-25,Barcelona,Oviedo,3,0,H,1.11,10.0,19.0
2026-01-25,Sociedad,Celta,3,1,H,2.0,3.4,3.9
2026-01-25,Alaves,Betis,2,1,H,2.75,3.0,2.7
2026-01-26,Girona,Getafe,1,1,D,2.1,3.0,4.1
2026-01-30,Espanol,Alaves,1,2,A,1.95,3.0,4.5
2026-01-31,Oviedo,Girona,1,0,H,2.75,3.0,2.75
2026-01-31,Osasuna,Villarreal,2,2,D,2.75,3.3,2.55
2026-01-31,Levante,Ath Madrid,0,0,D,5.25,4.0,1.62
2026-01-31,Elche,Barcelona,1,3,A,7.5,5.75,1.33
2026-02-01,Real Madrid,Vallecano,2,1,H,1.25,6.0,12.0
2026-02-01,Betis,Valencia,2,1,H,1.83,3.5,4.5
2026-02-01,Getafe,Celta,0,0,D,2.8,2.9,2.8
2026-02-01,Ath Bilbao,Sociedad,1,1,D,2.3,3.1,3.4
2026-02-02,Mallorca,Sevilla,4,1,H,2.4,3.2,3.1
2026-02-06,Celta,Osasuna,1,2,A,1.95,3.3,4.1
2026-02-07,Barcelona,Mallorca,3,0,H,1.14,9.0,15.0
2026-02-07,Sociedad,Elche,3,1,H,1.67,4.0,5.0
2026-02-08,Alaves,Getafe,0,2,A,2.3,2.8,3.9
2026-02-08,Ath Bilbao,Levante,4,2,H,1.62,3.9,6.0
2026-02-08,Sevilla,Girona,1,1,D,2.15,3.3,3.5
2026-02-08,Ath Madrid,Betis,0,1,A,1.48,4.75,6.25
2026-02-08,Valencia,Real Madrid,0,2,A,5.25,4.75,1.55
2026-02-09,Villarreal,Espanol,4,1,H,1.7,4.33,4.33
2026-02-13,Elche,Osasuna,0,0,D,2.7,3.3,2.55
2026-02-14,Real Madrid,Sociedad,4,1,H,1.33,5.25,8.0
2026-02-14,Sevilla,Alaves,1,1,D,2.1,3.1,3.6
2026-02-14,Espanol,Celta,2,2,D,2.35,3.2,3.0
2026-02-14,Getafe,Villarreal,2,1,H,3.25,3.1,2.25
2026-02-15,Oviedo,Ath Bilbao,1,2,A,3.6,3.1,2.15
2026-02-15,Vallecano,Ath Madrid,3,0,H,4.2,3.3,1.83
2026-02-15,Levante,Valencia,0,2,A,2.63,3.25,2.6
2026-02-15,Mallorca,Betis,1,2,A,2.88,3.2,2.45
2026-02-16,Girona,Barcelona,2,1,H,7.0,5.0,1.36
2026-02-18,Levante,Villarreal,0,1,A,4.0,4.0,1.8
